name,source,gender,wikidata,type
"Rua Rafael Bordalo Pinheiro",,,,way
"Rua Raul Castro",,,,way
"Rua Reinaldo Oudinot",,,,way
"Rua Ribeiro de Sousa",,,,way
"Rua Robert Smith",,,,way
"Rua Rodrigues Semide",,,,way
"Rua Rogério de Azevedo",,,,way
"Rua Rui Lourenço de Távora",,,,way
"Rua Rui de Serpa Pinto",,,,way
"Rua Sá da Bandeira",,,,way
"Rua Sá de Miranda",,,,way
"Rua Santo António das Antas",,,,way
"Rua São Frei Gil",,,,way
"Rua São João do Porto",,,,way
"Rua Sarah Afonso",,,,way
"Rua Sarmento de Beires",,,,way
"Rua Silva Ramos",,,,way
"Rua Sousa Pinto",,,,way
"Rua Sport Comércio e Salgueiros",,,,way
"Rua Stephen Ronald Stoer",,,,way
"Rua Tareija Vaz de Altaro",,,,way
"Rua Tenente Mário Grilo",,,,way
"Rua Teodoro de Sousa Maldonado",,,,way
"Rua Teófilo Seyrig",,,,way
"Rua Trindade Coelho",,,,way
"Rua Vasco Graça Moura",,,,way
"Rua Vieira da Silva",,,,way
"Rua Virgínia Leite de Sousa",,,,way
"Rua Visconde de Setúbal",,,,way
"Rua da Agra",,,,way
"Rua da Agra de Ramalde",,,,way
"Rua da Agra do Amial",,,,way
"Rua da Aguda",,,,way
"Rua da Ajuda",,,,way
"Rua da Albufeira",,,,way
"Rua da Aldeia",,,,way
"Rua da Alegria",,,,way
"Rua da Alfândega",,,,way
"Rua da Aliança",,,,way
"Rua da Arada",,,,way
"Rua da Areosa",,,,way
"Rua da Argentina",,,,way
"Rua da Arménia",,,,way
"Rua da Arrábida",,,,way
"Rua da Arroteia",,,,way
"Rua da Asprela",,,,way
"Rua da Associação de Moradores de São Victor",,,,way
"Rua da Assunção",,,,way
"Rua da Atafona",,,,way
"Rua da Azenha",,,,way
"Rua da Azinhaga do Monte",,,,way
"Rua da Bainharia",,,,way
"Rua da Balsamina",,,,way
"Rua da Bandeirinha",,,,way
"Rua da Bataria",,,,way
"Rua da Bataria da Vitória",,,,way
"Rua da Beata Dona Mafalda",,,,way
"Rua da Bela",,,,way
"Rua da Bela da Fontinha",,,,way
"Rua da Beneditina",,,,way
"Rua da Boa Hora",,,,way
"Rua da Boa Nova",,,,way
"Rua da Boa Viagem",,,,way
"Rua da Boavista",,,,way
"Rua da Bolsa",,,,way
"Rua da Bouça",,,,way
"Rua da Calçada",,,,way
"Rua da Cerca",,,,way
"Rua da China",,,,way
"Rua da Cidade das Neves",,,,way
"Rua da Cidade de Bristol",,,,way
"Rua da Cidade de Iena",,,,way
"Rua da Cidade de Mindelo",,,,way
"Rua da Cidade de N'Dola",,,,way
"Rua da Cidade de Vigo",,,,way
"Rua da Conceição",,,,way
"Rua da Constituição",,,,way
"Rua da Cooperativa da Zona da Boavista",,,,way
"Rua da Cooperativa do Pêgo Negro",,,,way
"Rua da Cooperativa do Povo Portuense",,,,way
"Rua da Cordoaria Velha de Lordelo",,,,way
"Rua da Corticeira",,,,way
"Rua da Corujeira de Baixo",,,,way
"Rua da Costa Nova",,,,way
"Rua da Cruz",,,,way
"Rua da Encarnação",,,,way
"Rua da Ericeira",,,,way
"Rua da Escola",,,,way
"Rua da Escola Normal",,,,way
"Rua da Estação",,,,way
"Rua da Estação de Contumil",,,,way
"Rua da Fábrica",,,,way
"Rua da Fábrica ""A Invencível""",,,,way
"Rua da Fábrica Social",,,,way
"Rua da Faia",,,,way
"Rua da Figueira da Foz",,,,way
"Rua da Firmeza",,,,way
"Rua da Flor de Liz",,,,way
"Rua da Flora",,,,way
"Rua da Florinha da Abrigada",,,,way
"Rua da Fonte Taurina",,,,way
"Rua da Fonte Velha",,,,way
"Rua da Fonte da Luz",,,,way
"Rua da Fonte da Moura",,,,way
"Rua da Fonte de Contumil",,,,way
"Rua da Fonte de Massarelos",,,,way
"Rua da Fonte do Outeiro",,,,way
"Rua da Fontinha",,,,way
"Rua da Formiga",,,,way
"Rua da Galeria de Paris",,,,way
"Rua da Gazeta Literária",,,,way
"Rua da Glória",,,,way
"Rua da Graciosa",,,,way
"Rua da Granja",,,,way
"Rua da Granja de Lordelo",,,,way
"Rua da Guiné",,,,way
"Rua da Igreja da Areosa",,,,way
"Rua da Igreja de Campanhã",,,,way
"Rua da Igreja de Cedofeita",,,,way
"Rua da Igreja de Paranhos",,,,way
"Rua da Igreja de Ramalde",,,,way
"Rua da Ilha Terceira",,,,way
"Rua da Ilha Verde",,,,way
"Rua da Índia",,,,way
"Rua da Infanta Dona Maria",,,,way
"Rua da Lada",,,,way
"Rua da Laje",,,,way
"Rua da Lameira de Baixo",,,,way
"Rua da Lameira de Cima",,,,way
"Rua da Lapa",,,,way
"Rua da Levada",,,,way
"Rua da Liberdade",,,,way
"Rua da Lomba",,,,way
"Rua da Maceda",,,,way
"Rua da Macieirinha",,,,way
"Rua da Madeira",,,,way
"Rua da Maia",,,,way
"Rua da Malaca",,,,way
"Rua da Meditação",,,,way
"Rua da Mocidade da Arrábida",,,,way
"Rua da Mouteira",,,,way
"Rua da Natária",,,,way
"Rua da Nau Catrineta",,,,way
"Rua da Nau São Gabriel",,,,way
"Rua da Nau São Rafael",,,,way
"Rua da Nau Trindade",,,,way
"Rua da Nau Vitória",,,,way
"Rua da Nazaré",,,,way
"Rua da Palheta",,,,way
"Rua da Pasteleira",,,,way
"Rua da Paz",,,,way
"Rua da Pena",,,,way
"Rua da Pena Ventosa",,,,way
"Rua da Peneda",,,,way
"Rua da Picaria",,,,way
"Rua da Piedade",,,,way
"Rua da Ponte Nova",,,,way
"Rua da Ponte do Gato",,,,way
"Rua da Porta do Sol",,,,way
"Rua da Póvoa",,,,way
"Rua da Praia",,,,way
"Rua da Preciosa",,,,way
"Rua da Prelada",,,,way
"Rua da Presa Velha",,,,way
"Rua da Presa de Contumil",,,,way
"Rua da Quinta",,,,way
"Rua da Quinta Amarela",,,,way
"Rua da Quinta da Fraga",,,,way
"Rua da Quinta do Meio",,,,way
"Rua da Rainha Dona Estefânia",,,,way
"Rua da Ranha",,,,way
"Rua da Reboleira",,,,way
"Rua da Regeneração",,,,way
"Rua da Restauração",,,,way
"Rua da Revista ""A Águia""",,,,way
"Rua da Ribeira Grande",,,,way
"Rua da Ribeira Negra",,,,way
"Rua da Santa Maria",,,,way
"Rua da Saudade",,,,way
"Rua da Senhora da Ajuda",,,,way
"Rua da Senhora da Hora",,,,way
"Rua da Senhora da Lapa",,,,way
"Rua da Senhora da Luz",,,,way
"Rua da Senhora das Dores",,,,way
"Rua da Senhora das Verdades",,,,way
"Rua da Senhora de Campanhã",,,,way
"Rua da Senhora do Porto",,,,way
"Rua da Sociedade Nacional dos Fósforos",,,,way
"Rua da Sociedade Protectora dos Animais",,,,way
"Rua da Telheira",,,,way
"Rua da Torreira",,,,way
"Rua da Torrinha",,,,way
"Rua da Travagem",,,,way
"Rua da Trindade",,,,way
"Rua da Trinitária",,,,way
"Rua da Via Sacra",,,,way
"Rua da Videira",,,,way
"Rua da Vigorosa",,,,way
"Rua da Vilarinha",,,,way
"Rua da Vitória",,,,way
"Rua da Voz dos Ridículos",,,,way
"Rua das Acácias",,,,way
"Rua das Açucenas",,,,way
"Rua das Águas Férreas",,,,way
"Rua das Águas Férreas de Campanhã",,,,way
"Rua das Aldas",,,,way
"Rua das Amendoeiras",,,,way
"Rua das Andorinhas",,,,way
"Rua das Andrezas",,,,way
"Rua das Anémonas",,,,way
"Rua das Antas",,,,way
"Rua das Areias",,,,way
"Rua das Artes",,,,way
"Rua das Artes Gráficas",,,,way
"Rua das Azáleas",,,,way
"Rua das Barrocas",,,,way
"Rua das Begónias",,,,way
"Rua das Berlengas",,,,way
"Rua das Camélias",,,,way
"Rua das Campinas",,,,way
"Rua das Carmelitas",,,,way
"Rua das Carvalheiras",,,,way
"Rua das Cavadas",,,,way
"Rua das Cegonhas",,,,way
"Rua das Classes Obreiras",,,,way
"Rua das Coelhas",,,,way
"Rua das Condominhas",,,,way
"Rua das Cotovias",,,,way
"Rua das Cravinas",,,,way
"Rua das Cruzes",,,,way
"Rua das Dálias",,,,way
"Rua das Desertas",,,,way
"Rua das Doze Casas",,,,way
"Rua das Eirinhas",,,,way
"Rua das Escolas",,,,way
"Rua das Estrelas",,,,way
"Rua das Figueiras",,,,way
"Rua das Flores",,,,way
"Rua das Fontainhas",,,,way
"Rua das Fontes",,,,way
"Rua das Gaivotas",,,,way
"Rua das Glicínias",,,,way
"Rua das Goelas de Pau",,,,way
"Rua das Heras",,,,way
"Rua das Hortênsias",,,,way
"Rua das Laranjeiras",,,,way
"Rua das Macieiras",,,,way
"Rua das Madressilvas",,,,way
"Rua das Magnólias",,,,way
"Rua das Margaridas",,,,way
"Rua das Mercês",,,,way
"Rua das Motas",,,,way
"Rua das Musas",,,,way
"Rua das Nogueiras",,,,way
"Rua das Oliveiras",,,,way
"Rua das Oliveirinhas",,,,way
"Rua das Orquídeas",,,,way
"Rua das Palmeiras",,,,way
"Rua das Papoilas",,,,way
"Rua das Pereiras",,,,way
"Rua das Rolas",,,,way
"Rua das Rosas",,,,way
"Rua das Sécias",,,,way
"Rua das Taipas",,,,way
"Rua das Tílias",,,,way
"Rua das Tulipas",,,,way
"Rua das Virtudes",,,,way
"Rua das Zinhas",,,,way
"Rua de ""A Renascença Portuguesa""",,,,way
"Rua de 14 de Agosto",,,,way
"Rua de 25 de Novembro de 1975",,,,way
"Rua de 31 de Janeiro",,,,way
"Rua de Adelaide Estrada",,,,way
"Rua de Adriano Correia Oliveira",,,,way
"Rua de Afonso Baldaia",,,,way
"Rua de Afonso Lopes Vieira",,,,way
"Rua de Afonso Martins Alho",,,,way
"Rua de Afonso de Paiva",,,,way
"Rua de Agramonte",,,,way
"Rua de Alberto Aires de Gouveia",,,,way
"Rua de Alberto Oliveira",,,,way
"Rua de Alberto de Serpa",,,,way
"Rua de Alcácer Ceguér",,,,way
"Rua de Alcântara",,,,way
"Rua de Alda Pinto",,,,way
"Rua de Aleixo da Mota",,,,way
"Rua de Alexandre Braga",,,,way
"Rua de Alfredo Keil",,,,way
"Rua de Algés",,,,way
"Rua de Alijó",,,,way
"Rua de Aljubarrota",,,,way
"Rua de Álvaro Gomes",,,,way
"Rua de Álvaro de Castelões",,,,way
"Rua de Amália Luazes",,,,way
"Rua de Amarante",,,,way
"Rua de Ancira",,,,way
"Rua de Âncora",,,,way
"Rua de André Álvares de Almada",,,,way
"Rua de André de Resende",,,,way
"Rua de Ângelo Frondoni",,,,way
"Rua de Angola",,,,way
"Rua de Aníbal Cunha",,,,way
"Rua de Anselmo Braamcamp",,,,way
"Rua de Antero Antunes Albuquerque",,,,way
"Rua de Antero de Araújo",,,,way
"Rua de António Aroso",,,,way
"Rua de António Augusto Pinto Félix",,,,way
"Rua de António Bessa Leite",,,,way
"Rua de António Cardoso",,,,way
"Rua de António Carneiro",,,,way
"Rua de António Galvão",,,,way
"Rua de António Granjo",,,,way
"Rua de António Nobre",,,,way
"Rua de António Patrício",,,,way
"Rua de António Pedro",,,,way
"Rua de António Pinto Machado",,,,way
"Rua de António Sérgio",,,,way
"Rua de Antóno Bessa Leite",,,,way
"Rua de Armando Cardoso",,,,way
"Rua de Armando Laroze Rocha",,,,way
"Rua de Arnaldo Gama",,,,way
"Rua de Arnaldo Leite",,,,way
"Rua de Arroios",,,,way
"Rua de Artur Loureiro",,,,way
"Rua de Artur Maia Mendes",,,,way
"Rua de Artur Napoleão",,,,way
"Rua de Artur de Paiva",,,,way
"Rua de Arzila",,,,way
"Rua de Assis Vaz",,,,way
"Rua de Augusto Gil",,,,way
"Rua de Augusto Lessa",,,,way
"Rua de Augusto Rosa",,,,way
"Rua de Aval de Baixo",,,,way
"Rua de Aval de Cima",,,,way
"Rua de Avelar Brotero",,,,way
"Rua de Avelino Ribeiro",,,,way
"Rua de Avis",,,,way
"Rua de Azevedo",,,,way
"Rua de Azevedo Coutinho",,,,way
"Rua de Azevedo de Albuquerque",,,,way
"Rua de Baião",,,,way
"Rua de Baixo",,,,way
"Rua de Baixo do Souto",,,,way
"Rua de Baltazar Falcão",,,,way
"Rua de Barros Lima",,,,way
"Rua de Bartolomeu Velho",,,,way
"Rua de Belém",,,,way
"Rua de Belomonte",,,,way
"Rua de Belos Ares",,,,way
"Rua de Benfica",,,,way
"Rua de Bento Carqueja",,,,way
"Rua de Bernardino Machado",,,,way
"Rua de Bitarães",,,,way
"Rua de Bonjóia",,,,way
"Rua de Bordeaux",,,,way
"Rua de Bouças",,,,way
"Rua de Brás Cubas",,,,way
"Rua de Brito Capelo",,,,way
"Rua de Bulhão Pato",,,,way
"Rua de Cabinda",,,,way
"Rua de Cabo Verde",,,,way
"Rua de Cadouços",,,,way
"Rua de Caldas Xavier",,,,way
"Rua de Câmara Pestana",,,,way
"Rua de Campolide",,,,way
"Rua de Campos Monteiro",,,,way
"Rua de Candemil",,,,way
"Rua de Cândida Sá de Albergaria",,,,way
"Rua de Carlos Dubini",,,,way
"Rua de Carlos Malheiro Dias",,,,way
"Rua de Carlos da Maia",,,,way
"Rua de Carnide",,,,way
"Rua de Carvalho Araújo",,,,way
"Rua de Carvalho Barbosa",,,,way
"Rua de Cascais",,,,way
"Rua de Cassiano Branco",,,,way
"Rua de Cedofeita",,,,way
"Rua de César Abbott",,,,way
"Rua de Chaimite",,,,way
"Rua de Chaves de Oliveira",,,,way
"Rua de Cidália Meireles",,,,way
"Rua de Cima",,,,way
"Rua de Cima do Muro",,,,way
"Rua de Cimo de Vila",,,,way
"Rua de Cinco de Outubro",,,,way
"Rua de Clemente Menéres",,,,way
"Rua de Coelho Lousada",,,,way
"Rua de Coelho Neto",,,,way
"Rua de Contumil",,,,way
"Rua de Coolela",,,,way
"Rua de Correia de Sá",,,,way
"Rua de Corte Real",,,,way
"Rua de Costa Júnior",,,,way
"Rua de Costa e Almeida",,,,way
"Rua de Cunha Júnior",,,,way
"Rua de Currais",,,,way
"Rua de Damão",,,,way
"Rua de Dâmaso Carreiro",,,,way
"Rua de Daniel Filipe",,,,way
"Rua de Delfim Ferreira",,,,way
"Rua de Delfim Maia",,,,way
"Rua de Diogo Afonso",,,,way
"Rua de Diogo Botelho",,,,way
"Rua de Diogo Cão",,,,way
"Rua de Diogo Macedo",,,,way
"Rua de Diogo de Noronha",,,,way
"Rua de Dionísio Santos Silva",,,,way
"Rua de Dionísio dos Santos Silva",,,,way
"Rua de Dom António Barroso",,,,way
"Rua de Dom António Meireles",,,,way
"Rua de Dom Cristóvão da Gama",,,,way
"Rua de Dom Domingos Pinho Brandão",,,,way
"Rua de Dom Estêvão da Gama",,,,way
"Rua de Dom Hugo",,,,way
"Rua de Dom João IV",,,,way
"Rua de Dom João de Castro",,,,way
"Rua de Dom João de Mascarenhas",,,,way
"Rua de Dom Lopo de Almeida",,,,way
"Rua de Dom Luis Filipe",,,,way
"Rua de Dom Luís de Ataíde",,,,way
"Rua de Dom Miguel da Silva",,,,way
"Rua de Dom Miguel de Sousa Guedes",,,,way
"Rua de Dom Pedro de Meneses",,,,way
"Rua de Domingos Alvão",,,,way
"Rua de Domingos Machado",,,,way
"Rua de Dórdio Gomes",,,,way
"Rua de Doutor Pedro de Sousa",,,,way
"Rua de Duarte Barbosa",,,,way
"Rua de Duarte Lopes",,,,way
"Rua de Duarte Pacheco Pereira",,,,way
"Rua de Enrique Pousão",,,,way
"Rua de Entre Campos",,,,way
"Rua de Entre Quintas",,,,way
"Rua de Entreparedes",,,,way
"Rua de Espinho",,,,way
"Rua de Esposende",,,,way
"Rua de Estevão Gomes",,,,way
"Rua de Eugénio de Castro",,,,way
"Rua de Faria Guimarães",,,,way
"Rua de Felgueiras",,,,way
"Rua de Feliciano de Castilho",,,,way
"Rua de Felicidade Brown",,,,way
"Rua de Felizardo de Lima",,,,way
"Rua de Fernando Pessoa",,,,way
"Rua de Fernando Távora",,,,way
"Rua de Fernão Lopes de Castanheda",,,,way
"Rua de Fernão Mendes Pinto",,,,way
"Rua de Fernão Vaz Dourado",,,,way
"Rua de Ferreira Borges",,,,way
"Rua de Ferreira Cardoso",,,,way
"Rua de Fez",,,,way
"Rua de Fonseca Cardoso",,,,way
"Rua de Francisco Barreto",,,,way
"Rua de Francisco Carqueja",,,,way
"Rua de Francisco Sanches",,,,way
"Rua de Francos",,,,way
"Rua de Frederico Ozanam",,,,way
"Rua de Frei Heitor Pinto",,,,way
"Rua de Freire de Andrade",,,,way
"Rua de Furamontes",,,,way
"Rua de Gabriel Soares de Sousa",,,,way
"Rua de Gama Barros",,,,way
"Rua de Garcia da Orta",,,,way
"Rua de Gaspar Coelho",,,,way
"Rua de Gaspar Correia",,,,way
"Rua de Gestaçô",,,,way
"Rua de Gil Eanes",,,,way
"Rua de Godim",,,,way
"Rua de Gomes Freire",,,,way
"Rua de Gomes Leal",,,,way
"Rua de Gonçalo Cristóvão",,,,way
"Rua de Gonçalo Sampaio",,,,way
"Rua de Gonçalo Velho",,,,way
"Rua de Gondarém",,,,way
"Rua de Grijó",,,,way
"Rua de Guedes de Azevedo",,,,way
"Rua de Guilherme Braga",,,,way
"Rua de Guilherme da Costa Carvalho",,,,way
"Rua de Heitor Campos Monteiro",,,,way
"Rua de Henrique Alegria",,,,way
"Rua de Henrique Lopes de Mendonça",,,,way
"Rua de Henrique Moreira",,,,way
"Rua de Jerónimo Mendonça",,,,way
"Rua de João Andresen",,,,way
"Rua de João Baptista Lavanha",,,,way
"Rua de João Grave",,,,way
"Rua de João Paulo Freire",,,,way
"Rua de João Ramalho",,,,way
"Rua de João Roby",,,,way
"Rua de João Rodrigues Cabrilho",,,,way
"Rua de João de Lisboa",,,,way
"Rua de João de Queirós",,,,way
"Rua de João dos Santos Ferreira",,,,way
"Rua de Joaquim Alves Teixeira",,,,way
"Rua de Joaquim Leitão",,,,way
"Rua de Joaquim Urbano",,,,way
"Rua de Joaquim Vitorino Ribeiro",,,,way
"Rua de José Conceição Sousa",,,,way
"Rua de José Falcão",,,,way
"Rua de José Gomes Ferreira",,,,way
"Rua de José Maria Pedroto",,,,way
"Rua de José Monteiro Salazar",,,,way
"Rua de José da Silva",,,,way
"Rua de José de Brito",,,,way
"Rua de José de Carvalho",,,,way
"Rua de Júlio Brandão",,,,way
"Rua de Júlio Dantas",,,,way
"Rua de Júlio Ramos",,,,way
"Rua de Júlio de Brito",,,,way
"Rua de Justino Teixeira",,,,way
"Rua de La Couture",,,,way
"Rua de Leça",,,,way
"Rua de Leonardo Coimbra",,,,way
"Rua de Lousada",,,,way
"Rua de Luís Cruz",,,,way
"Rua de Luís Woodhouse",,,,way
"Rua de Lumiar",,,,way
"Rua de Luz Soriano",,,,way
"Rua de Macau",,,,way
"Rua de Maio",,,,way
"Rua de Manuel Bandeira",,,,way
"Rua de Manuel Carqueja",,,,way
"Rua de Marco de Canaveses",,,,way
"Rua de Maria Lamas",,,,way
"Rua de Maria Pia",,,,way
"Rua de Mário Bonito",,,,way
"Rua de Marques Marinho",,,,way
"Rua de Marques de Oliveira",,,,way
"Rua de Marracuene",,,,way
"Rua de Martim de Freitas",,,,way
"Rua de Matias de Albuquerque",,,,way
"Rua de Meinedo",,,,way
"Rua de Meixomil",,,,way
"Rua de Mem de Sá",,,,way
"Rua de Mestre Afonso Domingues",,,,way
"Rua de Miguel Torga",,,,way
"Rua de Miraflor",,,,way
"Rua de Miragaia",,,,way
"Rua de Miramar",,,,way
"Rua de Moçambique",,,,way
"Rua de Monchique",,,,way
"Rua de Monsanto",,,,way
"Rua de Monsenhor Fonseca Soares",,,,way
"Rua de Monte Pedral",,,,way
"Rua de Moraes Caldas",,,,way
"Rua de Moreira de Sá",,,,way
"Rua de Nagasaki",,,,way
"Rua de Natália Correia",,,,way
"Rua de Naulila",,,,way
"Rua de Nevala",,,,way
"Rua de Nevogilde",,,,way
"Rua de Noeda",,,,way
"Rua de Nossa Senhora do Calvário",,,,way
"Rua de O Primeiro de Janeiro",,,,way
"Rua de Oliveira Monteiro",,,,way
"Rua de Olivença",,,,way
"Rua de Óscar da Silva",,,,way
"Rua de Paços de Ferreira",,,,way
"Rua de Paredes",,,,way
"Rua de Paulo Dias de Novais",,,,way
"Rua de Paulo da Gama",,,,way
"Rua de Pedras Salgadas",,,,way
"Rua de Pedro Escobar",,,,way
"Rua de Pedro Homem de Melo",,,,way
"Rua de Pedro Ivo",,,,way
"Rua de Pedro Olaio",,,,way
"Rua de Pedro Teixeira",,,,way
"Rua de Pelágio",,,,way
"Rua de Penafiel",,,,way
"Rua de Penoucos",,,,way
"Rua de Pereira Reis",,,,way
"Rua de Pereiró",,,,way
"Rua de Pêro da Covilhã",,,,way
"Rua de Pinho Leal",,,,way
"Rua de Pinto Bessa",,,,way
"Rua de Raimundo de Macedo",,,,way
"Rua de Ramalde do Meio",,,,way
"Rua de Ramalho Ortigão",,,,way
"Rua de Raul Brandão",,,,way
"Rua de Raul Caldevilla",,,,way
"Rua de Raul Dória",,,,way
"Rua de Rebordãos",,,,way
"Rua de Requesende",,,,way
"Rua de Ricardo Jorge",,,,way
"Rua de Ricardo Severo",,,,way
"Rua de Rocha Peixoto",,,,way
"Rua de Rodolfo de Araújo",,,,way
"Rua de Rodrigo Álvares",,,,way
"Rua de Rodrigues Lobo",,,,way
"Rua de Rodrigues Sampaio",,,,way
"Rua de Roriz",,,,way
"Rua de Rovuma",,,,way
"Rua de Ruben A.",,,,way
"Rua de Rui Barbosa",,,,way
"Rua de Rui Faleiro",,,,way
"Rua de Rui de Pina",,,,way
"Rua de Sá Noronha",,,,way
"Rua de Sá de Albergaria",,,,way
"Rua de Sabrosa",,,,way
"Rua de Sagres",,,,way
"Rua de Salazares",,,,way
"Rua de Salgueiros",,,,way
"Rua de Sampaio Bruno",,,,way
"Rua de Sande",,,,way
"Rua de Sant'Ana",,,,way
"Rua de Santa Anastácia",,,,way
"Rua de Santa Escolástica",,,,way
"Rua de Santa Isabel",,,,way
"Rua de Santa Joana Princesa",,,,way
"Rua de Santa Justa",,,,way
"Rua de Santa Luzia",,,,way
"Rua de Santa Marta de Penaguião",,,,way
"Rua de Santa Senhorinha",,,,way
"Rua de Santa Teresa",,,,way
"Rua de Santiago",,,,way
"Rua de Santo André",,,,way
"Rua de Santo Antonino",,,,way
"Rua de Santo António das Antas",,,,way
"Rua de Santo António de Contumil",,,,way
"Rua de Santo Ildefonso",,,,way
"Rua de Santo Isidro",,,,way
"Rua de Santo Tirso",,,,way
"Rua de Santos Pousada",,,,way
"Rua de São Bartolomeu",,,,way
"Rua de São Bento da Vitória",,,,way
"Rua de São Bernardo",,,,way
"Rua de São Dinis",,,,way
"Rua de São Dionísio",,,,way
"Rua de São Francisco",,,,way
"Rua de São Francisco Xavier",,,,way
"Rua de São Francisco de Borja",,,,way
"Rua de São Gonçalo",,,,way
"Rua de São João",,,,way
"Rua de São João Bosco",,,,way
"Rua de São João Novo",,,,way
"Rua de São João da Foz",,,,way
"Rua de São João de Brito",,,,way
"Rua de São José",,,,way
"Rua de São Luís",,,,way
"Rua de São Martinho",,,,way
"Rua de São Nicolau",,,,way
"Rua de São Paulo",,,,way
"Rua de São Pedro",,,,way
"Rua de São Pedro de Miragaia",,,,way
"Rua de São Rosendo",,,,way
"Rua de São Salvador",,,,way
"Rua de São Sebastião",,,,relation+way
"Rua de São Tomé",,,,way
"Rua de São Veríssimo",,,,way
"Rua de São Vicente",,,,way
"Rua de São Victor",,,,way
"Rua de Sarah Afonso",,,,way
"Rua de Sarmento de Beires",,,,way
"Rua de Serralves",,,,way
"Rua de Silva Brinco",,,,way
"Rua de Silva Pereira",,,,way
"Rua de Silva Porto",,,,way
"Rua de Silva Tapada",,,,way
"Rua de Soares de Passos",,,,way
"Rua de Sobre-o-Douro",,,,way
"Rua de Sobreiras",,,,way
"Rua de Soeiro Mendes",,,,way
"Rua de Sousa Caldas",,,,way
"Rua de Sousa Viterbo",,,,way
"Rua de Tânger",,,,way
"Rua de Timor",,,,way
"Rua de Tirares",,,,way
"Rua de Tomás Gonzaga",,,,way
"Rua de Tomás Ribeiro",,,,way
"Rua de Tomás Soller",,,,way
"Rua de Tomé de Sousa",,,,way
"Rua de Trancoso",,,,way
"Rua de Trás",,,,way
"Rua de Tristão da Cunha",,,,way
"Rua de Valdevez",,,,way
"Rua de Vale Formoso",,,,way
"Rua de Valongo",,,,way
"Rua de Valpaços",,,,way
"Rua de Vasco de Lima Couto",,,,way
"Rua de Vasco de Lobeira",,,,way
"Rua de Vasques de Mesquita",,,,way
"Rua de Vera Cruz",,,,way
"Rua de Vermoim",,,,way
"Rua de Viana da Mota",,,,way
"Rua de Viana de Lima",,,,way
"Rua de Vidago",,,,way
"Rua de Vieira Portuense",,,,way
"Rua de Vila Cova",,,,way
"Rua de Vila Nova",,,,way
"Rua de Vila Nova de Foz Côa",,,,way
"Rua de Vila do Conde",,,,way
"Rua de Vilar",,,,way
"Rua de Vimioso",,,,way
"Rua de Virgínia de Moura",,,,way
"Rua de Vitorino Damásio",,,,way
"Rua do Abade Correia da Serra",,,,way
"Rua do Abade de Faria",,,,way
"Rua do Actor Eduardo Brazão",,,,way
"Rua do Actor Ferreira da Silva",,,,way
"Rua do Actor Soares Correia",,,,way
"Rua do Adro",,,,way
"Rua do Adro da Foz",,,,way
"Rua do Águeda",,,,way
"Rua do Alecrim",,,,way
"Rua do Aleixo",,,,way
"Rua do Aleixo da Mota",,,,way
"Rua do Alfageme de Santarém",,,,way
"Rua do Almada",,,,way
"Rua do Alto",,,,way
"Rua do Alto da Arrábida",,,,way
"Rua do Alto da Bela",,,,way
"Rua do Alto da Fontinha",,,,way
"Rua do Alto do Mato",,,,way
"Rua do Alto do Viso",,,,way
"Rua do Amial",,,,way
"Rua do Amparo",,,,way
"Rua do Antigo Bairro da Areosa",,,,way
"Rua do Arcediago Van Zeller",,,,way
"Rua do Arco de Noeda",,,,way
"Rua do Arquitecto Lobão Vital",,,,way
"Rua do Arquitecto Marques da Silva",,,,way
"Rua do Ateneu Comercial do Porto",,,,way
"Rua do Ave",,,,way
"Rua do Baça",,,,way
"Rua do Bacelo",,,,way
"Rua do Bairro da Areosa",,,,way
"Rua do Bairro das Fontaínhas",,,,way
"Rua do Bairro do Bom Retiro",,,,way
"Rua do Bairro do Comércio do Porto",,,,way
"Rua do Barão de Forrester",,,,way
"Rua do Barão de São Cosme",,,,way
"Rua do Barredo",,,,way
"Rua do Beato Inácio de Azevedo",,,,way
"Rua do Bicalho",,,,way
"Rua do Bolama",,,,way
"Rua do Bolhão",,,,way
"Rua do Bom Jesus",,,,way
"Rua do Bom Sucesso",,,,way
"Rua do Bonfim",,,,way
"Rua do Bonjardim",,,,way
"Rua do Breiner",,,,way
"Rua do Burgal de Baixo",,,,way
"Rua do Burgal de Cima",,,,way
"Rua do Cais da Ribeira",,,,way
"Rua do Calvário",,,,way
"Rua do Campinho",,,,way
"Rua do Campo Alegre",,,,way
"Rua do Campo Lindo",,,,way
"Rua do Capitão Pombeiro",,,,way
"Rua do Cardo",,,,way
"Rua do Carmo",,,,way
"Rua do Carriçal",,,,way
"Rua do Carvalhido",,,,way
"Rua do Carvalho",,,,way
"Rua do Casal",,,,way
"Rua do Casal do Pedro",,,,way
"Rua do Castelo da Feira",,,,way
"Rua do Castelo de Faria",,,,way
"Rua do Castelo de Guimarães",,,,way
"Rua do Castelo de Lanhoso",,,,way
"Rua do Castelo de Numão",,,,way
"Rua do Castelo de Penedono",,,,way
"Rua do Cativo",,,,way
"Rua do Cerco do Porto",,,,way
"Rua do Cidral de Baixo",,,,way
"Rua do Cidral de Cima",,,,way
"Rua do Clube dos Fenianos",,,,way
"Rua do Côa",,,,way
"Rua do Conde da Covilhã",,,,way
"Rua do Conde de Burnay",,,,way
"Rua do Conde de Campo Bello",,,,way
